Headline,Source_link
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25620134.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25610567.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25611134.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25601408.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25603025.ece
CHENNAI TODAY,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/chennai-today/article25593821.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25594282.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25582807.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25572859.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25570730.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25562458.ece
Chennai today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25560724.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25553499.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25554079.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25543643.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25544207.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25541353.ece
Chennai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/chennai-today/article25534161.ece
MADURA TODAY,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madura-today/article25534553.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25531706.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25521715.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25522859.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25512353.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25513281.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25501138.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25501833.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25490040.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25490584.ece
12NOVAXL01_Chennai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/12novaxl01chennai-today/article25481204.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25481714.ece
CHENNAI TODAY,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/chennai-today/article25471609.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25472012.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25458518.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25459861.ece
Google outlines steps to tackle workplace harassment,https://www.thehindu.com/todays-paper/tp-life/google-outlines-steps-to-tackle-workplace-harassment/article25459152.ece
Google outlines steps to tackle workplace harassment,https://www.thehindu.com/business/Industry/google-outlines-steps-to-tackle-workplace-harassment/article25457553.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25449090.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25449929.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25447666.ece
Engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25440691.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25440965.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25441134.ece
Engagements,https://www.thehindu.com/news/cities/chennai/engagements/article25438753.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25431749.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25432267.ece
Madurai today for Nov 5,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-nov-5/article25421996.ece
Global Drug Survey set to cover Indians,https://www.thehindu.com/news/national/global-drug-survey-set-to-cover-indians/article25410200.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25408702.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25409701.ece
Global Drug Survey set to cover Indians,https://www.thehindu.com/todays-paper/tp-miscellaneous/tp-others/global-drug-survey-set-to-cover-indians/article25408231.ece
CHENNAI TODAY,https://www.thehindu.com/news/cities/chennai/chennai-today/article25406828.ece
"All senior artistes know, says Swarnamalya Ganesh on the #MeToo movement in Carnatic music",https://www.thehindu.com/entertainment/art/all-senior-artistes-know-says-swarnamalya-ganesh-on-the-metoo-movement-in-carnatic-music/article25400278.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25397191.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25398099.ece
Can arts dream of a fearless future?,https://www.thehindu.com/todays-paper/tp-features/tp-fridayreview/can-arts-dream-of-a-fearless-future/article25398405.ece
CHENNAI TODAY,https://www.thehindu.com/news/cities/chennai/chennai-today/article25392831.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25384400.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25385697.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25386330.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25375402.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25375946.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25372818.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25365034.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25366033.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25366607.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25354789.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25356310.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25341865.ece
CHENNAI TODAY,https://www.thehindu.com/news/cities/chennai/chennai-today/article25338969.ece
Mdu today for Oct 26 Friday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/mdu-today-for-oct-26-friday/article25328097.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25329061.ece
CHENNAI TODAY,https://www.thehindu.com/news/cities/chennai/chennai-today/article25324140.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25317653.ece
Madurai today for Oct 24 Wednesday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-oct-24-wednesday/article25305251.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25305839.ece
Chennai today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25291081.ece
Madurai today for Oct 23 Tuesday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-oct-23-tuesday/article25292551.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25293144.ece
21OCTDHR01 CHENNAI TODAY,https://www.thehindu.com/news/cities/chennai/21octdhr01-chennai-today/article25281611.ece
Madurai today for October 22,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-october-22/article25282789.ece
21OCTDHR01 CHENNAI TODAY,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/21octdhr01-chennai-today/article25282371.ece
city engagement for Oct 20 Saturday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/city-engagement-for-oct-20-saturday/article25268161.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25268996.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25264396.ece
MADURAI TODAY,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25254300.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25254968.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25252671.ece
madurai today for Oct 17 Wednesday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-oct-17-wednesday/article25243676.ece
Engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25244282.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25241506.ece
Madurai today for October 16,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-october-16/article25232796.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25229000.ece
MADURAI TODAY,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25223387.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25210587.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25211557.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25207657.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25197745.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25198584.ece
CHENNAI TODAY,https://www.thehindu.com/news/cities/chennai/chennai-today/article25193982.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25186238.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25186893.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25174416.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25174999.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25162731.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25163292.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25159195.ece
Madurai Today for October 8,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-october-8/article25152940.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25140223.ece
Madurai today for Oct 5 Friday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-for-oct-5-friday/article25128545.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25129434.ece
"Engagements in Chennai on October 5, 2018",https://www.thehindu.com/news/cities/chennai/chennai-today/article25125463.ece
Initial Senate vote on Kavanaugh nomination set for Friday,https://www.thehindu.com/news/international/initial-senate-vote-on-kavanaugh-nomination-set-for-friday/article25120125.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25117755.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25118494.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25115845.ece
Madurai today Oct 3 Wednesday,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today-oct-3-wednesday/article25107635.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25101518.ece
"Engagements in Chennai on October 1, 2018",https://www.thehindu.com/news/cities/chennai/chennai-today/article25099853.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25092322.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25077559.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25062767.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25065205.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25053550.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25054247.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25051064.ece
Madurai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/madurai-today/article25043780.ece
engagements,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/engagements/article25044355.ece
"Engagements in Chennai on September 26, 2018",https://www.thehindu.com/news/cities/chennai/chennai-today/article25040375.ece
Chennai Today,https://www.thehindu.com/news/cities/chennai/chennai-today/article25032330.ece
Chennai Today,https://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/chennai-today/article25033082.ece
