Headline,Day,Published_Date,Published_Region,Timings,Meetings
Madurai Today,Saturday,2018-11-24,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Friday,2018-11-23,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Thursday,2018-11-22,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Wednesday,2018-11-21,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-11-20,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Saturday,2018-11-17,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Friday,2018-11-16,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
12NOVAXL01_Chennai Today,Tuesday,2018-11-13,TAMIL NADU,['7 p.m.']," Anonymous: Meetings, Santhome HSS., Mylapore; CBF Church, Banu Nagar, Pudur, Ambattur; C.S.I. James Church, Medavakkam Main Rd., Ullagaram; St. Josephs Anglo Indian HSS., Vepery; Dr. M.G.R. MHSS., Arcot Rd., Saligramam; Bedhasda Swimming Pool, Elaya Mudali St., Tondiarpet; Christ the King Church, G.K.M. Colony, Peravallur; St. Teresa Church, Nungambakkam High Rd.; ECI Church, Dr. Ambedkar St., Arumbakkam; Bharath Dass School, Perungudi; Karnataka HSS., Habibullah Rd., T. Nagar S.B.M. School, Perumal Kovil St., Thiruverkadu; and English Language Meeting, Church of Christ, W-76, Anna Nagar, 7 p.m."
Madurai Today,Tuesday,2018-11-13,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Saturday,2018-11-10,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. HSS, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Google outlines steps to tackle workplace harassment,Saturday,2018-11-10,LIFE,[],"Google on Thursday outlined changes to its handling of sexual misconduct complaints, hoping to calm outrage that triggered a worldwide walkout of workers last week.
“We recognize that we have not always gotten everything right in the past and we are sincerely sorry for that,” chief executive Sundar Pichai said in a message to employees, a copy of which was shared with AFP. “It’s clear we need to make some changes.”
Arbitration of harassment claims will be optional instead of obligatory, according to Mr. Pichai, a move that could end anonymous settlements that fail to identify those accused of harassment.
“Google has never required confidentiality in the arbitration process and it still may be the best path for a number of reasons (e.g. personal privacy, predictability of process), but we recognize that the choice should be up to you,” he said in the memo.
Mr. Pichai promised that Google will be more transparent with how concerns are handled, and provide better support and care to those who raise such issues with the company. Google will provide “more granularity,” regarding sexual harassment investigations and their outcomes, according to Mr. Pichai.
A section of an internal “Investigations Report” will focus on sexual harassment to show numbers of substantiated concerns as well as trends and disciplinary actions, according to the California-based company.
He also said Google is consolidating the complaint system and that the process for handling concerns will include providing support people and counsellors. Google will update its mandatory sexual harassment training, and require it annually instead of every two years as had been the case.
Google is also putting the onus on team leaders to tighten the tap on booze at company events, on or off campus, to curtail the potential for drunken misbehavior.
“Harassment is never acceptable and alcohol is never an excuse,” Google said in a released action statement.
Thousands of Google employees joined a coordinated worldwide walkout a week ago to protest the U.S. tech giant’s handling of sexual harassment. Some 20,000 Google employees and contractors participated in the protest in 50 cities around the world, according to organizers.
‘More needed’
In a statement, organizers commended Google for the response, but said more changes are needed.
“We demand a truly equitable culture, and Google leadership can achieve this by putting employee representation on the board and giving full rights and protections to contract workers,” organizer Stephanie Parker said in the statement.
Along with sexual harassment, Google needs to address racism and discrimination that includes inequity in pay and promotions, organizers said.
“They all have the same root cause, which is a concentration of power and a lack of accountability at the top,” Ms. Parker said."
Madurai Today,Friday,2018-11-09,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Thursday,2018-11-08,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Tuesday,2018-11-06,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai today for Nov 5,Monday,2018-11-05,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar bus stand, 7 a.m.; A.G. Church, Gomathipuram and Quality Care Hospital Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-11-03,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. HSS, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, K. K. Nagar, and Railway Institute, 7 p.m."
Global Drug Survey set to cover Indians,Saturday,2018-11-03,OTHERS,[],"In the United Kingdom, cocaine is often said to be home delivered faster than pizza, and the Germans and French are the least likely to seek medical attention following alcohol use. These pointers and more emerged from the 2018 edition of the Global Drug Survey (GDS), the largest poll of its kind in the world that surveyed recreational drug use among 1,30,000 people spanning 44 countries.
Now in its eighth year, the GDS for 2019 will survey, for the first time, consumption trends in alcohol, cannabis and opiates in India. The 2019 survey, which will launch in November and be available online until December 30, will investigate drug habits across 35 countries, and its findings will be translated into 20 languages.
The GDS uses an encrypted, online survey platform to conduct annual anonymous surveys. No IP addresses are collected and the survey is independent of governments.
“Because we are independent, we are free to explore issues of relevance to people to use drugs and can focus our attention on achieving our mission of making drug use safer, regardless of the legal status of the drug, and promoting honest conversations about drugs. All our research is approved by university ethics committees and has led to over 50 peer-reviewed publications in the last 6 years,” according to a statement by the GDS team.
Focus on social issues
The GDS 2019 will probe social issues, including how the police treat people who use drugs, and the complex problem of sexual assault, consent and drug use. How cannabis health warning labels might be an important part of drug regulation, how much people trust their person they get drugs from, how much do people in different countries pay for drugs and whether they think they are good value for money are among the questions that the GDS 2019 will investigate.
A key objective of the survey is to understand how advances in technology are influencing drug use and the complexities this pose in determining the levels of harmful dosage and how those who sought to reduce drug-related harm responded. With countries, including Canada, legalising cannabis, the survey attempts to open doors to understanding the therapeutic potential of drugs such as MDMA (3,4-Methylenedioxymethamphetamine), better known as ‘ecstasy,’ and LSD (lysergic acid diethylamide).
Few studies have looked at use of alcohol and illicit drugs and consequences faced by drug users in India. A 2004 survey by the Union Ministry of Social Justice on the extent and pattern and trends of drug abuse left out women. That study found the prevalence of alcohol use to be 21% and current use of cannabis at 3%. Among the alcohol and cannabis current users, 16% and 25% respectively were dependent.
The study questionnaire can be accessed at www.globaldrugsurvey.com"
Madurai Today,Friday,2018-11-02,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Thursday,2018-11-01,TAMIL NADU,"['7 p.m.', '6 p.m.']"," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m.
Rotary Club of Madurai Blossom: Distribution of new clothes by Jayanthi Raju of R. J. Tamilmani Trust, Sevalayam, 24 Kumarasamy Raja Street, Shenoy Nagar, 6 p.m."
Madurai Today,Wednesday,2018-10-31,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-10-30,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Monday,2018-10-29,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar bus stand, 7 a.m.; A.G. Church, Gomathipuram and Quality Care Hospital Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-10-27,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai today for October 22,Monday,2018-10-22,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar bus stand, 7 a.m.; A.G. Church, Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai today for October 16,Tuesday,2018-10-16,TAMIL NADU,['6.30 p.m.']," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham,7 p.m."
Madurai Today,Thursday,2018-10-11,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Wednesday,2018-10-10,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-10-09,TAMIL NADU,['6.30 p.m.']," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham,7 p.m."
Madurai Today for October 8,Monday,2018-10-08,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar Bus Stand, 7 a.m.; AG Church, Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-10-06,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Thursday,2018-10-04,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Tuesday,2018-10-02,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Monday,2018-10-01,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar Bus Stand, 7 a.m.; AG Church Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai Today,Thursday,2018-09-27,TAMIL NADU,"['7 p.m.', '9.30 a.m.']"," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m.
Department of Customs: Ranjan Kumar Routray, Chief Commissioner of Customs, inaugurates Swachhata Pakhwara; A. Venkadesh Babu, Assistant Commissioner of Customs, addresses, CEOA Matriculation Higher Secondary School, A. Kosakulam, 9.30 a.m."
Madurai Today,Wednesday,2018-09-26,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-09-25,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai today for September 24,Monday,2018-09-24,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar Bus Stand, 7 a.m.; A.G. Church, Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-09-22,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Friday,2018-09-21,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Thursday,2018-09-20,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Wednesday,2018-09-19,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-09-18,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai today for September 17,Monday,2018-09-17,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar bus stand, 7 a.m.; A.G Church, Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-09-15,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Thursday,2018-09-13,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Tuesday,2018-09-11,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today for September 10,Monday,2018-09-10,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar bus stand 7 a.m.; AG Church Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-09-08,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
Madurai Today,Friday,2018-09-07,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Wednesday,2018-09-05,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-09-04,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai Today,Friday,2018-08-31,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; CSI Cathedral, Narimedu; Parasakthi Nagar, Avaniapuram, and Maniyammai Nursery School, North Masi Street, 7 p.m."
Madurai Today,Thursday,2018-08-30,TAMIL NADU,['7 p.m.']," Anonymous: Meeting; Dheep Hospital, Alagarkoil Road, K. Pudur; Kalangarai Vilakkam Church, Mela Anuppanadi, and Rosary Church, Town Hall Road, 7 p.m."
Madurai Today,Wednesday,2018-08-29,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; R. C. Church, Sivaganga Road, Melur, 6.30 p.m.; Prasanna Venkateswara Higher Secondary School; Dheep Hospital, K. Pudur, and Loyola Technical Institute, Gnanaolivupuram, 7 p.m."
Madurai Today,Tuesday,2018-08-28,TAMIL NADU,"['6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; Tamilarasi School, Melur, 6.30 p.m.; St. Mary’s Higher Secondary School, East Veli Street; De Nobili Pastoral Centre, K. Pudur, and R. C. School, Palanganatham, 7 p.m."
Madurai today for August 27,Monday,2018-08-27,TAMIL NADU,"['7 a.m.', '7 p.m.']"," Anonymous: Meeting, Holy Redeemers Church, Periyar bus stand 7 a.m.; AG Church Gomathipuram and Quality Care Hospital, Ellis Nagar, 7 p.m."
Madurai Today,Saturday,2018-08-25,TAMIL NADU,"['11 a.m.', '6.30 p.m.', '7 p.m.']"," Anonymous: Meeting; U. C. Higher Secondary School, West Veli Street, 11 a.m.; R. C. School, Sivaganga Road, Melur, 6.30 p.m.; Justice V. R. Krishna Iyer Community Hall, Lake View Road, K. K. Nagar, and Railway Institute, 7 p.m."
